#mpiTasks=1 mpiRank=0, n=100000000, range=100000000, StartLocal=0, HostLocal=wn23
#ID 0 terminated - piLocal = 3.1415926936  0.115300
#Funct  Inter  pi    error   time numtasks  hostname 
#mpiTasks=32 mpiRank=22, n=100000000, range=3125000, StartLocal=68750000, HostLocal=wn23
#ID 5 terminated - piLocal = 0.1214048713  0.006494
#ID 1 terminated - piLocal = 0.1247159462  0.006505
#ID 2 terminated - piLocal = 0.1242319245  0.006501
#ID 4 terminated - piLocal = 0.1225670289  0.006493
#ID 0 terminated - piLocal = 0.1249593737  0.006505
#ID 3 terminated - piLocal = 0.1235128932  0.006499
#ID 6 terminated - piLocal = 0.1200390374  0.006503
#ID 7 terminated - piLocal = 0.1184838919  0.006505
#ID 28 terminated - piLocal = 0.0697097401  0.007991
#ID 11 terminated - piLocal = 0.1106984100  0.007976
#ID 21 terminated - piLocal = 0.0861239982  0.007993
#ID 26 terminated - piLocal = 0.0741514361  0.007992
#ID 29 terminated - piLocal = 0.0675754299  0.007991
#ID 19 terminated - piLocal = 0.0911523391  0.008007
#ID 20 terminated - piLocal = 0.0886281817  0.008006
#ID 30 terminated - piLocal = 0.0655008191  0.007985
#ID 24 terminated - piLocal = 0.0788075613  0.008010
#ID 27 terminated - piLocal = 0.0719023903  0.008005
#ID 8 terminated - piLocal = 0.1167551896  0.008013
#ID 13 terminated - piLocal = 0.1061111231  0.008013
#ID 18 terminated - piLocal = 0.0936871410  0.008021
#ID 9 terminated - piLocal = 0.1148697061  0.008030
#ID 12 terminated - piLocal = 0.1084480316  0.008026
#ID 16 terminated - piLocal = 0.0987454002  0.008025
#ID 17 terminated - piLocal = 0.0962220682  0.008025
#ID 23 terminated - piLocal = 0.0812071418  0.008004
#ID 25 terminated - piLocal = 0.0764542735  0.008025
#ID 14 terminated - piLocal = 0.1037045066  0.008021
#ID 10 terminated - piLocal = 0.1128448698  0.008010
#ID 15 terminated - piLocal = 0.1012442294  0.008008
#ID 31 terminated - piLocal = 0.0634867526  0.007973
#ID 22 terminated - piLocal = 0.0836479624  0.008464
#Funct  Inter  pi    error   time numtasks  hostname 
1 100000000  3.1415936688 1.0152575634e-06 0.0065  32 # wn23 
